date_time,holiday,weather_main,weather_description,rain_1h,snow_1h,clouds_all,temp,traffic_volume
2016-08-06 21:00:00,None,Clear,Sky is Clear,0.0,0.0,0,292.93,3225
2016-08-06 22:00:00,None,Clear,Sky is Clear,0.0,0.0,0,291.19,3069
2016-08-06 23:00:00,None,Clear,Sky is Clear,0.0,0.0,0,290.53,2368
2016-08-07 00:00:00,None,Clear,Sky is Clear,0.0,0.0,0,289.91,1875
2016-08-07 01:00:00,None,Clear,Sky is Clear,0.0,0.0,0,289.47,1023
2016-08-07 02:00:00,None,Clear,Sky is Clear,0.0,0.0,0,289.02,814
2016-08-07 03:00:00,None,Clouds,few clouds,0.0,0.0,12,288.57,561
2016-08-07 04:00:00,None,Clouds,few clouds,0.0,0.0,12,288.34,541
2016-08-07 05:00:00,None,Clouds,few clouds,0.0,0.0,12,288.02,714
2016-08-07 06:00:00,None,Clouds,few clouds,0.0,0.0,24,287.64,1038
2016-08-07 07:00:00,None,Clouds,few clouds,0.0,0.0,24,288.64,1477
2016-08-07 08:00:00,None,Clouds,few clouds,0.0,0.0,24,289.91,2028
2016-08-07 09:00:00,None,Clear,sky is clear,0.0,0.0,8,293.38,2897
2016-08-07 10:00:00,None,Clear,sky is clear,0.0,0.0,8,295.47,3764
2016-08-07 11:00:00,None,Clouds,overcast clouds,0.0,0.0,92,298.0,4185
2016-08-07 12:00:00,None,Clouds,scattered clouds,0.0,0.0,36,298.82,4984
2016-08-07 13:00:00,None,Clouds,scattered clouds,0.0,0.0,36,299.59,4799
2016-08-07 14:00:00,None,Clouds,scattered clouds,0.0,0.0,36,300.48,4693
2016-08-07 15:00:00,None,Clouds,broken clouds,0.0,0.0,56,301.49,4673
2016-08-07 16:00:00,None,Clouds,broken clouds,0.0,0.0,56,301.35,4586
2016-08-07 17:00:00,None,Clouds,broken clouds,0.0,0.0,56,300.68,4593
2016-08-07 18:00:00,None,Clear,Sky is Clear,0.0,0.0,0,299.92,4350
2016-08-07 19:00:00,None,Clear,Sky is Clear,0.0,0.0,0,298.93,3838
2016-08-07 20:00:00,None,Clear,Sky is Clear,0.0,0.0,0,295.99,3353
2016-08-07 21:00:00,None,Clear,Sky is Clear,0.0,0.0,0,294.38,2777
2016-08-07 22:00:00,None,Clear,Sky is Clear,0.0,0.0,0,293.11,2628
2016-08-07 23:00:00,None,Clear,Sky is Clear,0.0,0.0,0,292.29,1702
2016-08-08 00:00:00,None,Clear,Sky is Clear,0.0,0.0,0,291.93,848
2016-08-08 01:00:00,None,Clear,Sky is Clear,0.0,0.0,0,291.81,660
2016-08-08 02:00:00,None,Clear,Sky is Clear,0.0,0.0,0,291.36,440
2016-08-08 03:00:00,None,Clear,Sky is Clear,0.0,0.0,0,290.8,457
2016-08-08 04:00:00,None,Clear,Sky is Clear,0.0,0.0,0,289.94,966
2016-08-08 05:00:00,None,Clear,Sky is Clear,0.0,0.0,0,289.61,2812
2016-08-08 06:00:00,None,Clear,Sky is Clear,0.0,0.0,0,289.5,5151
2016-08-08 07:00:00,None,Clear,Sky is Clear,0.0,0.0,0,290.51,5738
2016-08-08 08:00:00,None,Clouds,few clouds,0.0,0.0,12,292.98,5366
2016-08-08 09:00:00,None,Clouds,few clouds,0.0,0.0,12,294.81,4386
2016-08-08 10:00:00,None,Clouds,few clouds,0.0,0.0,12,296.28,4061
2016-08-08 11:00:00,None,Clouds,few clouds,0.0,0.0,20,297.71,4266
2016-08-08 12:00:00,None,Clear,sky is clear,0.0,0.0,8,298.83,4473
2016-08-08 13:00:00,None,Clear,sky is clear,0.0,0.0,8,299.58,4747
2016-08-08 14:00:00,None,Clear,sky is clear,0.0,0.0,8,299.95,4748
2016-08-08 15:00:00,None,Clear,sky is clear,0.0,0.0,8,300.71,5110
2016-08-08 16:00:00,None,Clear,sky is clear,0.0,0.0,8,300.37,5828
2016-08-08 17:00:00,None,Clear,sky is clear,0.0,0.0,8,300.04,5430
2016-08-08 18:00:00,None,Clear,Sky is Clear,0.0,0.0,0,299.6,4093
2016-08-08 19:00:00,None,Clear,Sky is Clear,0.0,0.0,0,298.6,2935
2016-08-08 20:00:00,None,Clear,Sky is Clear,0.0,0.0,0,296.83,2542
2016-08-08 21:00:00,None,Clouds,few clouds,0.0,0.0,24,295.16,2197
2016-08-08 22:00:00,None,Clouds,few clouds,0.0,0.0,24,294.25,1566
2016-08-08 23:00:00,None,Clouds,few clouds,0.0,0.0,24,294.04,1082
2016-08-09 00:00:00,None,Clouds,broken clouds,0.0,0.0,64,293.82,662
2016-08-09 01:00:00,None,Clouds,broken clouds,0.0,0.0,64,294.06,554
2016-08-09 02:00:00,None,Clouds,broken clouds,0.0,0.0,64,293.61,440
2016-08-09 03:00:00,None,Rain,light rain,0.6,0.0,64,293.03,484
2016-08-09 04:00:00,None,Rain,light rain,0.3,0.0,64,292.92,986
2016-08-09 05:00:00,None,Clouds,broken clouds,0.0,0.0,64,292.63,2999
2016-08-09 06:00:00,None,Clouds,broken clouds,0.0,0.0,64,295.59,5396
2016-08-09 07:00:00,None,Clouds,broken clouds,0.0,0.0,64,295.59,6148
2016-08-09 08:00:00,None,Clouds,broken clouds,0.0,0.0,64,295.59,4748
2016-08-09 09:00:00,None,Clouds,broken clouds,0.0,0.0,68,299.001,4334
2016-08-09 10:00:00,None,Clouds,broken clouds,0.0,0.0,68,299.001,4107
2016-08-09 11:00:00,None,Clouds,broken clouds,0.0,0.0,68,299.001,4239
2016-08-09 12:00:00,None,Clouds,few clouds,0.0,0.0,20,302.588,4478
2016-08-09 13:00:00,None,Clouds,few clouds,0.0,0.0,20,302.588,4414
2016-08-09 14:00:00,None,Clouds,few clouds,0.0,0.0,20,302.588,4525
2016-08-09 15:00:00,None,Clear,sky is clear,0.0,0.0,8,304.775,4694
2016-08-09 16:00:00,None,Clear,sky is clear,0.0,0.0,8,304.775,6074
2016-08-09 17:00:00,None,Clear,sky is clear,0.0,0.0,8,304.775,5617
2016-08-09 18:00:00,None,Clear,Sky is Clear,0.0,0.0,0,304.399,4214
2016-08-09 19:00:00,None,Clear,Sky is Clear,0.0,0.0,0,304.399,3032
2016-08-09 20:00:00,None,Clear,Sky is Clear,0.0,0.0,0,304.399,2639
2016-08-09 21:00:00,None,Clear,Sky is Clear,0.0,0.0,0,299.781,2766
2016-08-09 22:00:00,None,Clear,Sky is Clear,0.0,0.0,0,299.781,2781
2016-08-09 23:00:00,None,Clear,Sky is Clear,0.0,0.0,0,299.781,2634
2016-08-10 00:00:00,None,Clear,Sky is Clear,0.0,0.0,0,297.31,811
2016-08-10 01:00:00,None,Clear,Sky is Clear,0.0,0.0,0,297.04,534
2016-08-10 02:00:00,None,Clear,Sky is Clear,0.0,0.0,0,296.83,443
2016-08-10 03:00:00,None,Clouds,scattered clouds,0.0,0.0,36,296.59,485
2016-08-10 04:00:00,None,Clouds,scattered clouds,0.0,0.0,36,296.43,1045
2016-08-10 05:00:00,None,Clouds,scattered clouds,0.0,0.0,36,297.66,2899
2016-08-10 06:00:00,None,Clear,Sky is Clear,0.0,0.0,0,295.58,5218
2016-08-10 07:00:00,None,Clear,Sky is Clear,0.0,0.0,0,295.37,6200
2016-08-10 08:00:00,None,Clear,Sky is Clear,0.0,0.0,0,295.7,5686
2016-08-10 09:00:00,None,Clear,Sky is Clear,0.0,0.0,0,296.8,4255
2016-08-10 10:00:00,None,Clear,Sky is Clear,0.0,0.0,0,298.45,4119
2016-08-10 11:00:00,None,Clear,Sky is Clear,0.0,0.0,0,300.65,4146
2016-08-10 12:00:00,None,Clear,Sky is Clear,0.0,0.0,0,301.67,4283
2016-08-10 13:00:00,None,Clear,Sky is Clear,0.0,0.0,0,303.8,4243
2016-08-10 14:00:00,None,Clear,Sky is Clear,0.0,0.0,0,304.49,4443
2016-08-10 15:00:00,None,Clear,Sky is Clear,0.0,0.0,0,304.6,4626
2016-08-10 16:00:00,None,Clear,Sky is Clear,0.0,0.0,0,304.37,6010
2016-08-10 17:00:00,None,Clear,Sky is Clear,0.0,0.0,0,302.59,6033
2016-08-10 18:00:00,None,Clouds,few clouds,0.0,0.0,12,301.49,4554
2016-08-10 19:00:00,None,Clouds,few clouds,0.0,0.0,12,299.06,3390
2016-08-10 20:00:00,None,Rain,heavy intensity rain,5.08,0.0,12,295.87,2505
2016-08-10 21:00:00,None,Rain,very heavy rain,18.42,0.0,80,292.7,1904
2016-08-10 22:00:00,None,Rain,moderate rain,1.78,0.0,80,292.81,1791
2016-08-10 23:00:00,None,Rain,heavy intensity rain,5.06,0.0,80,293.12,1089
2016-08-11 00:00:00,None,Rain,moderate rain,1.49,0.0,36,292.82,814
2016-08-11 01:00:00,None,Rain,moderate rain,3.3,0.0,36,292.38,539
2016-08-11 02:00:00,None,Rain,moderate rain,1.95,0.0,36,292.59,442
2016-08-11 03:00:00,None,Rain,heavy intensity rain,9.0,0.0,8,292.58,478
2016-08-11 04:00:00,None,Rain,moderate rain,3.94,0.0,8,292.82,941
2016-08-11 05:00:00,None,Rain,heavy intensity rain,8.86,0.0,8,292.72,2736
2016-08-11 06:00:00,None,Rain,moderate rain,1.52,0.0,32,292.6,4953
2016-08-11 07:00:00,None,Rain,light rain,0.25,0.0,32,292.71,5863
2016-08-11 08:00:00,None,Rain,moderate rain,0.0,0.0,32,293.02,5568
2016-08-11 09:00:00,None,Rain,moderate rain,0.0,0.0,76,293.98,4785
2016-08-11 10:00:00,None,Rain,moderate rain,0.0,0.0,76,294.47,4369
2016-08-11 11:00:00,None,Clouds,scattered clouds,0.0,0.0,44,296.28,4696
2016-08-11 12:00:00,None,Clouds,scattered clouds,0.0,0.0,44,296.91,4622
2016-08-11 13:00:00,None,Clouds,scattered clouds,0.0,0.0,44,299.24,4643
2016-08-11 14:00:00,None,Clouds,broken clouds,0.0,0.0,76,299.29,5154
2016-08-11 15:00:00,None,Clouds,broken clouds,0.0,0.0,76,300.59,5365
2016-08-11 16:00:00,None,Clouds,broken clouds,0.0,0.0,76,299.75,6048
2016-08-11 17:00:00,None,Rain,light rain,0.0,0.0,88,299.82,5648
2016-08-11 18:00:00,None,Rain,light rain,0.0,0.0,88,299.18,4252
2016-08-11 19:00:00,None,Rain,light rain,0.0,0.0,88,298.46,3353
2016-08-11 20:00:00,None,Rain,light rain,0.0,0.0,88,297.31,2859
2016-08-11 21:00:00,None,Rain,light rain,0.0,0.0,88,296.47,3055
2016-08-11 22:00:00,None,Rain,light rain,0.0,0.0,88,295.7,2726
2016-08-11 23:00:00,None,Rain,light rain,0.0,0.0,88,295.26,1358
2016-08-12 00:00:00,None,Rain,light rain,0.0,0.0,92,295.22,874
2016-08-12 01:00:00,None,Rain,light rain,0.0,0.0,92,295.03,556
2016-08-12 02:00:00,None,Rain,light rain,0.0,0.0,76,294.77,436
2016-08-12 03:00:00,None,Rain,light rain,0.0,0.0,76,294.36,549
2016-08-12 04:00:00,None,Rain,light rain,0.0,0.0,76,293.81,1056
2016-08-12 05:00:00,None,Clouds,overcast clouds,0.0,0.0,92,293.77,2864
2016-08-12 06:00:00,None,Clouds,overcast clouds,0.0,0.0,92,293.36,5232
2016-08-12 07:00:00,None,Clouds,overcast clouds,0.0,0.0,92,293.37,6034
2016-08-12 08:00:00,None,Clouds,overcast clouds,0.0,0.0,88,294.13,5393
2016-08-12 09:00:00,None,Clouds,overcast clouds,0.0,0.0,88,295.04,4497
2016-08-12 10:00:00,None,Clouds,overcast clouds,0.0,0.0,88,295.78,4222
2016-08-12 11:00:00,None,Clouds,few clouds,0.0,0.0,12,295.65,4394
2016-08-12 12:00:00,None,Clouds,few clouds,0.0,0.0,12,295.99,4520
2016-08-12 13:00:00,None,Clouds,few clouds,0.0,0.0,12,297.73,4568
2016-08-12 14:00:00,None,Clouds,scattered clouds,0.0,0.0,48,298.15,4773
2016-08-12 15:00:00,None,Clouds,scattered clouds,0.0,0.0,48,297.26,5442
2016-08-12 16:00:00,None,Rain,moderate rain,1.34,0.0,48,295.88,5729
2016-08-12 17:00:00,None,Rain,heavy intensity rain,5.99,0.0,68,294.58,4877
2016-08-12 18:00:00,None,Rain,heavy intensity rain,8.0,0.0,68,293.99,3942
2016-08-12 19:00:00,None,Rain,moderate rain,1.27,0.0,68,293.54,3045
2016-08-12 20:00:00,None,Rain,light rain,0.0,0.0,68,293.48,2620
2016-08-12 21:00:00,None,Rain,light rain,0.0,0.0,0,293.06,2611
2016-08-12 22:00:00,None,Rain,light rain,0.0,0.0,0,292.83,2451
2016-08-12 23:00:00,None,Rain,light rain,0.0,0.0,0,292.5,1752
2016-08-13 00:00:00,None,Clear,Sky is Clear,0.0,0.0,0,292.16,1721
2016-08-13 01:00:00,None,Rain,light rain,0.25,0.0,0,291.92,1165
2016-08-13 02:00:00,None,Clear,Sky is Clear,0.0,0.0,0,292.04,692
2016-08-13 03:00:00,None,Rain,moderate rain,1.2,0.0,0,291.01,404
2016-08-13 04:00:00,None,Clear,Sky is Clear,0.0,0.0,0,290.2,294
2016-08-13 05:00:00,None,Clear,Sky is Clear,0.0,0.0,0,289.71,508
2016-08-13 06:00:00,None,Rain,light rain,0.25,0.0,0,289.67,862
2016-08-13 07:00:00,None,Clear,Sky is Clear,0.0,0.0,0,289.69,1115
2016-08-13 08:00:00,None,Clear,Sky is Clear,0.0,0.0,0,290.8,1741
2016-08-13 09:00:00,None,Clear,Sky is Clear,0.0,0.0,0,291.93,2687
2016-08-13 10:00:00,None,Clear,Sky is Clear,0.0,0.0,0,294.61,3586
2016-08-13 11:00:00,None,Clear,sky is clear,0.0,0.0,8,296.71,4009
2016-08-13 12:00:00,None,Clear,sky is clear,0.0,0.0,8,297.43,4037
2016-08-13 13:00:00,None,Clear,sky is clear,0.0,0.0,8,299.13,4040
2016-08-13 14:00:00,None,Clouds,few clouds,0.0,0.0,12,299.04,4203
2016-08-13 15:00:00,None,Clouds,few clouds,0.0,0.0,12,299.66,4195
2016-08-13 16:00:00,None,Clouds,few clouds,0.0,0.0,12,298.96,4226
2016-08-13 17:00:00,None,Clear,sky is clear,0.0,0.0,8,298.83,4001
2016-08-13 18:00:00,None,Clear,sky is clear,0.0,0.0,8,297.86,3942
2016-08-13 19:00:00,None,Clear,sky is clear,0.0,0.0,8,296.6,3782
2016-08-13 20:00:00,None,Clear,sky is clear,0.0,0.0,8,294.53,3650
2016-08-13 21:00:00,None,Clouds,few clouds,0.0,0.0,12,293.14,3258
2016-08-13 22:00:00,None,Clouds,few clouds,0.0,0.0,12,292.7,3292
2016-08-13 23:00:00,None,Clouds,few clouds,0.0,0.0,12,291.99,2239
2016-08-14 00:00:00,None,Clouds,few clouds,0.0,0.0,24,291.17,1721
2016-08-14 01:00:00,None,Clouds,few clouds,0.0,0.0,24,290.7,1165
2016-08-14 02:00:00,None,Clouds,scattered clouds,0.0,0.0,32,290.14,692
2016-08-14 03:00:00,None,Clouds,scattered clouds,0.0,0.0,32,290.13,404
2016-08-14 04:00:00,None,Clouds,scattered clouds,0.0,0.0,32,289.48,294
2016-08-14 05:00:00,None,Clouds,scattered clouds,0.0,0.0,36,289.03,468
2016-08-14 06:00:00,None,Clouds,scattered clouds,0.0,0.0,36,288.76,791
2016-08-14 07:00:00,None,Clouds,scattered clouds,0.0,0.0,36,289.27,1021
2016-08-14 08:00:00,None,Clear,Sky is Clear,0.0,0.0,0,290.36,1591
2016-08-14 09:00:00,None,Clear,Sky is Clear,0.0,0.0,0,293.25,2452
2016-08-14 10:00:00,None,Clear,Sky is Clear,0.0,0.0,0,294.62,3046
2016-08-14 11:00:00,None,Clear,Sky is Clear,0.0,0.0,0,297.69,3830
2016-08-14 12:00:00,None,Clear,Sky is Clear,0.0,0.0,0,298.24,4187
2016-08-14 13:00:00,None,Clear,Sky is Clear,0.0,0.0,0,299.48,3874
2016-08-14 14:00:00,None,Clear,Sky is Clear,0.0,0.0,0,299.88,4243
2016-08-14 15:00:00,None,Clear,Sky is Clear,0.0,0.0,0,300.48,4229
2016-08-14 16:00:00,None,Clear,Sky is Clear,0.0,0.0,0,300.22,4282
2016-08-14 17:00:00,None,Clear,Sky is Clear,0.0,0.0,0,299.35,3892
2016-08-14 18:00:00,None,Clear,Sky is Clear,0.0,0.0,0,298.58,3788
2016-08-14 19:00:00,None,Clear,Sky is Clear,0.0,0.0,0,297.37,3510
2016-08-14 20:00:00,None,Clear,Sky is Clear,0.0,0.0,0,294.94,3282
2016-08-14 21:00:00,None,Clear,Sky is Clear,0.0,0.0,0,293.04,2601
2016-08-14 22:00:00,None,Clear,Sky is Clear,0.0,0.0,0,291.55,2031
2016-08-14 23:00:00,None,Clear,Sky is Clear,0.0,0.0,0,291.35,1311
2016-08-15 00:00:00,None,Clear,Sky is Clear,0.0,0.0,0,290.8,616
2016-08-15 01:00:00,None,Clear,Sky is Clear,0.0,0.0,0,290.37,393
2016-08-15 02:00:00,None,Clear,Sky is Clear,0.0,0.0,0,290.36,270
2016-08-15 03:00:00,None,Clear,Sky is Clear,0.0,0.0,0,289.8,314
2016-08-15 04:00:00,None,Clear,Sky is Clear,0.0,0.0,0,289.48,859
2016-08-15 05:00:00,None,Clear,Sky is Clear,0.0,0.0,0,289.17,2739
2016-08-15 06:00:00,None,Clear,Sky is Clear,0.0,0.0,0,290.38,5016
2016-08-15 07:00:00,None,Clear,Sky is Clear,0.0,0.0,0,289.35,5876
2016-08-15 08:00:00,None,Clear,Sky is Clear,0.0,0.0,0,291.59,5284
2016-08-15 09:00:00,None,Clear,Sky is Clear,0.0,0.0,0,293.63,4322
2016-08-15 10:00:00,None,Clear,Sky is Clear,0.0,0.0,0,296.41,4201
2016-08-15 11:00:00,None,Clear,Sky is Clear,0.0,0.0,0,297.63,4344
2016-08-15 12:00:00,None,Clear,Sky is Clear,0.0,0.0,0,298.81,4510
2016-08-15 13:00:00,None,Clear,Sky is Clear,0.0,0.0,0,300.27,4800
2016-08-15 14:00:00,None,Clear,sky is clear,0.0,0.0,8,300.27,4730
2016-08-15 15:00:00,None,Clear,sky is clear,0.0,0.0,8,300.23,5014
2016-08-15 16:00:00,None,Clear,sky is clear,0.0,0.0,8,299.13,5982
2016-08-15 17:00:00,None,Clouds,few clouds,0.0,0.0,24,298.67,5421
2016-08-15 18:00:00,None,Clouds,few clouds,0.0,0.0,24,298.53,3903
2016-08-15 19:00:00,None,Clouds,few clouds,0.0,0.0,24,297.28,2900
2016-08-15 20:00:00,None,Clouds,few clouds,0.0,0.0,24,295.81,2605
2016-08-15 21:00:00,None,Clear,Sky is Clear,0.0,0.0,0,294.13,2132
2016-08-15 22:00:00,None,Clear,Sky is Clear,0.0,0.0,0,293.86,1545
2016-08-15 23:00:00,None,Clear,Sky is Clear,0.0,0.0,0,293.39,971
2016-08-16 00:00:00,None,Clear,Sky is Clear,0.0,0.0,0,292.84,637
2016-08-16 01:00:00,None,Clear,Sky is Clear,0.0,0.0,0,292.37,406
2016-08-16 02:00:00,None,Clouds,few clouds,0.0,0.0,12,292.84,271
2016-08-16 03:00:00,None,Clouds,few clouds,0.0,0.0,12,292.64,349
2016-08-16 04:00:00,None,Clouds,few clouds,0.0,0.0,12,291.93,824
2016-08-16 05:00:00,None,Clouds,scattered clouds,0.0,0.0,32,291.96,2908
2016-08-16 06:00:00,None,Clouds,scattered clouds,0.0,0.0,32,291.81,5291
2016-08-16 07:00:00,None,Clouds,scattered clouds,0.0,0.0,32,292.16,5969
2016-08-16 08:00:00,None,Clouds,scattered clouds,0.0,0.0,48,293.69,5373
2016-08-16 09:00:00,None,Clouds,scattered clouds,0.0,0.0,48,296.26,4759
2016-08-16 10:00:00,None,Clouds,scattered clouds,0.0,0.0,48,297.7,4454
2016-08-16 11:00:00,None,Clear,Sky is Clear,0.0,0.0,0,300.23,4553
2016-08-16 12:00:00,None,Clear,Sky is Clear,0.0,0.0,0,301.14,4646
2016-08-16 13:00:00,None,Clear,Sky is Clear,0.0,0.0,0,300.7,4514
2016-08-16 14:00:00,None,Clear,Sky is Clear,0.0,0.0,0,300.51,4838
2016-08-16 15:00:00,None,Clear,Sky is Clear,0.0,0.0,0,300.44,5254
2016-08-16 16:00:00,None,Rain,heavy intensity rain,4.06,0.0,0,298.88,5860
2016-08-16 17:00:00,None,Rain,very heavy rain,31.75,0.0,0,297.71,4913
2016-08-16 18:00:00,None,Rain,light rain,0.28,0.0,0,296.15,3881
2016-08-16 19:00:00,None,Rain,moderate rain,3.05,0.0,0,294.08,2703
2016-08-16 20:00:00,None,Clear,Sky is Clear,0.0,0.0,0,292.38,2445
2016-08-16 21:00:00,None,Clear,Sky is Clear,0.0,0.0,0,291.94,2178
2016-08-16 22:00:00,None,Clear,Sky is Clear,0.0,0.0,0,291.35,1718
2016-08-16 23:00:00,None,Clear,Sky is Clear,0.0,0.0,0,290.8,1086
2016-08-17 00:00:00,None,Clear,Sky is Clear,0.0,0.0,0,290.91,740
2016-08-17 01:00:00,None,Clear,Sky is Clear,0.0,0.0,0,290.23,530
2016-08-17 02:00:00,None,Clear,Sky is Clear,0.0,0.0,0,290.2,392
2016-08-17 03:00:00,None,Rain,light rain,0.9,0.0,0,290.4,393
2016-08-17 04:00:00,None,Clear,Sky is Clear,0.0,0.0,0,289.7,925
2016-08-17 05:00:00,None,Clear,Sky is Clear,0.0,0.0,0,289.5,2841
2016-08-17 06:00:00,None,Clear,Sky is Clear,0.0,0.0,0,288.99,5420
2016-08-17 07:00:00,None,Clear,Sky is Clear,0.0,0.0,0,288.78,5657
2016-08-17 08:00:00,None,Clear,Sky is Clear,0.0,0.0,0,291.62,5853
2016-08-17 09:00:00,None,Clear,Sky is Clear,0.0,0.0,0,293.24,4681
2016-08-17 10:00:00,None,Rain,light rain,0.25,0.0,0,295.02,4154
2016-08-17 11:00:00,None,Clear,Sky is Clear,0.0,0.0,0,297.65,4484
2016-08-17 12:00:00,None,Clear,Sky is Clear,0.0,0.0,0,300.02,4738
2016-08-17 13:00:00,None,Clear,Sky is Clear,0.0,0.0,0,301.22,4584
2016-08-17 14:00:00,None,Clear,Sky is Clear,0.0,0.0,0,302.04,5123
2016-08-17 15:00:00,None,Clear,Sky is Clear,0.0,0.0,0,303.02,5219
2016-08-17 16:00:00,None,Clear,Sky is Clear,0.0,0.0,0,302.68,6104
2016-08-17 17:00:00,None,Clear,sky is clear,0.0,0.0,8,301.4,5382
2016-08-17 18:00:00,None,Clear,sky is clear,0.0,0.0,8,300.93,4084
2016-08-17 19:00:00,None,Clear,sky is clear,0.0,0.0,8,299.38,3091
2016-08-17 20:00:00,None,Clear,sky is clear,0.0,0.0,8,297.67,2870
2016-08-17 21:00:00,None,Clear,Sky is Clear,0.0,0.0,0,295.82,2486
2016-08-17 22:00:00,None,Clear,Sky is Clear,0.0,0.0,0,294.24,1689
2016-08-17 23:00:00,None,Clear,Sky is Clear,0.0,0.0,0,293.3,1149
2016-08-18 00:00:00,None,Clear,Sky is Clear,0.0,0.0,0,292.7,620
2016-08-18 01:00:00,None,Clear,Sky is Clear,0.0,0.0,0,292.35,387
2016-08-18 02:00:00,None,Clear,Sky is Clear,0.0,0.0,0,292.19,314
2016-08-18 03:00:00,None,Rain,moderate rain,2.79,0.0,20,291.89,396
2016-08-18 04:00:00,None,Clouds,few clouds,0.0,0.0,20,291.53,860
2016-08-18 05:00:00,None,Clear,Sky is Clear,0.0,0.0,0,291.37,2782
2016-08-18 06:00:00,None,Clear,Sky is Clear,0.0,0.0,0,291.22,5171
2016-08-18 07:00:00,None,Rain,light rain,0.25,0.0,0,291.8,5906
2016-08-18 08:00:00,None,Clear,Sky is Clear,0.0,0.0,0,294.03,5386
2016-08-18 09:00:00,None,Clear,Sky is Clear,0.0,0.0,0,296.15,4638
2016-08-18 10:00:00,None,Clear,Sky is Clear,0.0,0.0,0,298.18,4416
2016-08-18 11:00:00,None,Clear,Sky is Clear,0.0,0.0,0,299.47,4729
2016-08-18 12:00:00,None,Clear,Sky is Clear,0.0,0.0,0,299.37,4767
2016-08-18 13:00:00,None,Rain,light rain,0.3,0.0,0,298.68,4144
2016-08-18 14:00:00,None,Clear,sky is clear,0.0,0.0,8,298.07,4725
2016-08-18 15:00:00,None,Clear,sky is clear,0.0,0.0,8,298.25,5343
2016-08-18 16:00:00,None,Rain,light rain,0.25,0.0,8,297.19,6021
2016-08-18 17:00:00,None,Rain,light rain,0.28,0.0,12,296.09,5800
2016-08-18 18:00:00,None,Rain,light rain,0.25,0.0,12,296.18,4522
2016-08-18 19:00:00,None,Clouds,few clouds,0.0,0.0,12,295.66,3093
2016-08-18 20:00:00,None,Clouds,few clouds,0.0,0.0,12,294.88,2670
2016-08-18 21:00:00,None,Rain,light rain,0.25,0.0,24,294.52,2403
2016-08-18 22:00:00,None,Rain,moderate rain,1.27,0.0,24,294.05,1877
2016-08-18 23:00:00,None,Rain,light rain,0.76,0.0,24,293.96,1169
2016-08-19 00:00:00,None,Rain,light rain,0.25,0.0,32,294.05,922
2016-08-19 01:00:00,None,Rain,moderate rain,0.0,0.0,32,293.93,617
2016-08-19 02:00:00,None,Rain,moderate rain,0.0,0.0,32,293.84,556
2016-08-19 03:00:00,None,Rain,heavy intensity rain,5.41,0.0,56,292.16,526
2016-08-19 04:00:00,None,Rain,moderate rain,2.2,0.0,56,291.99,853
2016-08-19 05:00:00,None,Rain,light rain,0.76,0.0,56,292.16,2521
2016-08-19 06:00:00,None,Rain,light rain,0.0,0.0,76,291.82,4740
2016-08-19 07:00:00,None,Rain,moderate rain,1.27,0.0,76,291.7,5800
2016-08-19 08:00:00,None,Rain,light rain,0.0,0.0,76,292.0,4986
2016-08-19 09:00:00,None,Clouds,overcast clouds,0.0,0.0,92,292.27,4623
2016-08-19 10:00:00,None,Clouds,overcast clouds,0.0,0.0,92,292.93,4384
2016-08-19 11:00:00,None,Rain,light rain,0.0,0.0,76,293.92,4881
2016-08-19 12:00:00,None,Clouds,broken clouds,0.0,0.0,80,295.07,5330
2016-08-19 13:00:00,None,Clouds,broken clouds,0.0,0.0,80,296.06,4926
2016-08-19 14:00:00,None,Clouds,broken clouds,0.0,0.0,80,297.41,5347
2016-08-19 15:00:00,None,Clouds,broken clouds,0.0,0.0,80,296.49,5631
2016-08-19 16:00:00,None,Clouds,broken clouds,0.0,0.0,80,296.24,6128
2016-08-19 17:00:00,None,Clouds,broken clouds,0.0,0.0,80,295.6,5259
2016-08-19 18:00:00,None,Rain,light rain,0.25,0.0,92,294.24,4065
2016-08-19 19:00:00,None,Rain,light rain,0.51,0.0,92,292.83,3258
2016-08-19 20:00:00,None,Rain,moderate rain,1.02,0.0,92,291.72,3052
2016-08-19 21:00:00,None,Rain,light rain,0.76,0.0,92,291.08,2718
2016-08-19 22:00:00,None,Rain,light rain,0.25,0.0,92,290.53,2407
2016-08-19 23:00:00,None,Rain,light rain,0.25,0.0,92,290.59,1887
2016-08-20 00:00:00,None,Rain,light rain,0.0,0.0,100,290.5,1192
2016-08-20 01:00:00,None,Rain,light rain,0.0,0.0,100,290.62,772
2016-08-20 02:00:00,None,Rain,light rain,0.0,0.0,100,290.37,588
2016-08-20 03:00:00,None,Rain,light rain,0.0,0.0,92,290.16,400
2016-08-20 04:00:00,None,Rain,light rain,0.0,0.0,92,290.16,440
2016-08-20 05:00:00,None,Rain,moderate rain,0.0,0.0,92,289.82,747
2016-08-20 06:00:00,None,Rain,moderate rain,0.0,0.0,92,289.73,1206
2016-08-20 07:00:00,None,Rain,moderate rain,0.0,0.0,92,289.37,1814
2016-08-20 08:00:00,None,Rain,moderate rain,1.41,0.0,92,288.48,2334
2016-08-20 09:00:00,None,Rain,moderate rain,1.78,0.0,92,287.95,3005
2016-08-20 10:00:00,None,Rain,light rain,0.51,0.0,92,288.5,3294
2016-08-20 11:00:00,None,Rain,moderate rain,0.0,0.0,75,289.56,3924
